"Intent","Strategy","Method","Time Created","Sources","Labels","Destinations","Sensors","Priority"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:29PM UTC","192.185.218.152;183.60.106.54"," ","192.168.74.15","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Suspicious Behavior","Executable Download from Dynamic DNS Host","Thu, Sep 28 2017 04:29PM UTC","192.168.84.33"," ","46.254.16.107;217.115.151.99","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Thu, Sep 28 2017 04:29PM UTC","183.131.168.153;52.44.228.34"," ","192.168.204.56","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Thu, Sep 28 2017 04:29PM UTC","104.216.226.36;37.1.195.241"," ","192.168.249.71","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:29PM UTC","192.168.75.103"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:29PM UTC","192.168.75.103"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:29PM UTC","192.168.92.215"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:29PM UTC","192.168.92.215"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:29PM UTC","192.168.167.136"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:29PM UTC","192.168.167.136"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:29PM UTC","192.168.254.134"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:29PM UTC","192.168.254.134"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:29PM UTC","217.174.148.151"," ","192.168.167.136","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Thu, Sep 28 2017 04:28PM UTC","192.168.254.134;50.63.50.1"," ","112.90.51.159;192.168.254.134","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","108.170.51.58"," ","192.168.17.146","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication - Sinkhole","Sinkhole","Thu, Sep 28 2017 04:28PM UTC","148.81.111.121"," ","192.168.125.61","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:28PM UTC","183.60.106.54"," ","192.168.143.39","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication - Sinkhole","Sinkhole","Thu, Sep 28 2017 04:28PM UTC","213.133.98.98"," ","192.168.143.39","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication - Sinkhole","Wapack Labs Sinkhole DNS Response","Thu, Sep 28 2017 04:28PM UTC","213.133.98.98"," ","192.168.143.39","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Malware Infection","Trojan","Thu, Sep 28 2017 04:28PM UTC","213.133.98.98"," ","192.168.181.168","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Domain Generation Algorithm","Thu, Sep 28 2017 04:28PM UTC","213.133.98.98"," ","192.168.181.168","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Thu, Sep 28 2017 04:28PM UTC","112.213.89.75;192.168.161.17"," ","192.168.161.17;112.78.9.44","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:28PM UTC","5.189.171.71;183.60.106.54"," ","192.168.245.14","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","74.124.198.32"," ","192.168.179.160","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Thu, Sep 28 2017 04:28PM UTC","192.168.179.160;64.71.33.19"," ","120.52.73.77;192.168.179.160","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:28PM UTC","192.168.231.229;183.60.106.54"," ","192.168.231.229;180.151.6.242","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Thu, Sep 28 2017 04:28PM UTC","192.168.231.229;183.60.106.54"," ","192.168.231.229;180.151.6.242","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:28PM UTC","183.60.106.54"," ","192.168.74.58","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:28PM UTC","183.60.106.54"," ","192.168.40.84","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.16.212"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.16.212"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:28PM UTC","183.60.106.54"," ","192.168.16.212","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:28PM UTC","183.60.106.54"," ","192.168.34.64","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:28PM UTC","183.60.106.54"," ","192.168.25.251","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.25.251"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.25.251"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:28PM UTC","183.60.106.54"," ","192.168.101.60","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.101.60"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.101.60"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:28PM UTC","183.60.106.54"," ","192.168.110.143","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:28PM UTC","121.18.238.109"," ","192.168.79.81","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Malware Infection","Trojan","Thu, Sep 28 2017 04:28PM UTC","213.133.98.98"," ","192.168.69.93","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Domain Generation Algorithm","Thu, Sep 28 2017 04:28PM UTC","213.133.98.98"," ","192.168.69.93","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","192.185.218.152"," ","192.168.74.15","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Suspicious Behavior","Executable Download from Dynamic DNS Host","Thu, Sep 28 2017 04:28PM UTC","192.168.69.93"," ","110.77.224.82;50.116.57.204","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","108.167.188.143"," ","192.168.33.14","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.33.14"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.33.14"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.69.93"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.69.93"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication - Sinkhole","Sinkhole","Thu, Sep 28 2017 04:28PM UTC","213.133.98.98"," ","192.168.18.193","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication - Sinkhole","Wapack Labs Sinkhole DNS Response","Thu, Sep 28 2017 04:28PM UTC","213.133.98.98"," ","192.168.18.193","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication - Sinkhole","Sinkhole","Thu, Sep 28 2017 04:28PM UTC","213.133.98.98"," ","192.168.33.14","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication - Sinkhole","Wapack Labs Sinkhole DNS Response","Thu, Sep 28 2017 04:28PM UTC","213.133.98.98"," ","192.168.33.14","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.18.193"," ","185.57.173.182","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.18.193"," ","185.57.173.182","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","207.210.200.210"," ","192.168.42.102","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","108.167.188.143"," ","192.168.41.201","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Covert Channel","DNS Tunnel","Thu, Sep 28 2017 04:28PM UTC","192.168.42.102"," ","213.133.98.98","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","192.185.3.5"," ","192.168.151.146","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.37.51"," ","38.71.8.226","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.37.51"," ","38.71.8.226","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.125.234"," ","38.71.8.226","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.125.234"," ","38.71.8.226","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.223.80"," ","162.222.193.17","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.223.80"," ","162.222.193.17","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.124.49"," ","188.95.50.96","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.124.49"," ","188.95.50.96","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:28PM UTC","221.194.44.224;121.18.238.114"," ","192.168.227.39","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.124.49"," ","185.57.173.182","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.124.49"," ","185.57.173.182","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","192.168.192.54"," ","159.253.36.92","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.84.33"," ","185.57.173.182","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.84.33"," ","185.57.173.182","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Thu, Sep 28 2017 04:28PM UTC","23.104.5.64;37.1.195.241"," ","192.168.28.106","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Covert Channel","DNS Tunnel","Thu, Sep 28 2017 04:28PM UTC","192.168.7.21"," ","213.133.98.98","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"System Compromise","Covert Channel","DNS Tunnel","Thu, Sep 28 2017 04:28PM UTC","192.168.28.106"," ","213.133.98.98","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","93.115.203.108"," ","192.168.7.21","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Suspicious Behavior","Executable Download from Dynamic DNS Host","Thu, Sep 28 2017 04:28PM UTC","192.168.222.179"," ","91.223.82.39;46.254.16.107","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.107.252"," ","183.110.214.115","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.107.252"," ","183.110.214.115","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication - Sinkhole","Sinkhole","Thu, Sep 28 2017 04:28PM UTC","148.81.111.121"," ","192.168.107.252","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","104.238.71.250"," ","192.168.107.252","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Vulnerable Software Exploitation","JavaScript Shellcode","Thu, Sep 28 2017 04:28PM UTC","104.238.71.250;185.118.112.133"," ","192.168.107.252","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:28PM UTC","221.194.44.195"," ","192.168.198.236","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","198.38.82.141"," ","192.168.45.162","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:28PM UTC","192.168.61.232"," ","210.245.86.59","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.45.162"," ","185.57.173.178","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.45.162"," ","185.57.173.178","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.44.47"," ","185.57.173.178","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.44.47"," ","185.57.173.178","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:28PM UTC","192.168.153.131"," ","185.57.173.182","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:28PM UTC","192.168.153.131"," ","185.57.173.182","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:27PM UTC","31.31.196.116"," ","192.168.74.247","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:27PM UTC","93.115.203.108"," ","192.168.228.44","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:27PM UTC","221.194.47.208"," ","192.168.123.96","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:27PM UTC","192.168.14.114"," ","188.95.50.96","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:27PM UTC","192.168.14.114"," ","188.95.50.96","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:27PM UTC","221.194.44.224"," ","192.168.35.15","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:27PM UTC","192.168.71.64"," ","210.245.86.59","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:27PM UTC","75.98.175.76"," ","192.168.197.93","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:27PM UTC","43.249.8.78;108.167.146.28"," ","192.168.186.114","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Malware Infection","Phishing","Thu, Sep 28 2017 04:27PM UTC","160.153.129.234"," ","192.168.123.210","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Suspicious Behavior","Executable Download from Dynamic DNS Host","Thu, Sep 28 2017 04:27PM UTC","192.168.136.196;118.123.18.239"," ","192.168.136.196;217.115.151.99","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Trojan","Thu, Sep 28 2017 04:27PM UTC","146.185.234.63"," ","192.168.65.38","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Trojan","Thu, Sep 28 2017 04:27PM UTC","146.185.234.63"," ","192.168.30.217","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication - Sinkhole","Sinkhole","Thu, Sep 28 2017 04:27PM UTC","192.42.116.41"," ","192.168.65.38","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication - Sinkhole","Sinkhole","Thu, Sep 28 2017 04:27PM UTC","192.42.116.41"," ","192.168.30.217","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Suspicious Behavior","Executable Download from Dynamic DNS Host","Thu, Sep 28 2017 04:27PM UTC","52.212.34.193;192.168.236.133"," ","192.168.236.133;62.210.27.223","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","Internet Explorer","Thu, Sep 28 2017 04:27PM UTC","107.148.185.217;183.60.106.54"," ","192.168.34.66","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Thu, Sep 28 2017 04:27PM UTC","5.189.171.71;107.148.185.217"," ","192.168.127.81","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Thu, Sep 28 2017 04:27PM UTC","192.168.156.98;5.189.171.71"," ","192.168.156.98;200.117.237.2","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:27PM UTC","192.168.156.98"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:27PM UTC","192.168.156.98"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Adware","Thu, Sep 28 2017 04:27PM UTC","192.168.146.73"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Thu, Sep 28 2017 04:27PM UTC","192.168.146.73"," ","69.6.223.30","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:27PM UTC","221.194.47.229"," ","192.168.167.111","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:27PM UTC","221.194.47.224"," ","192.168.145.89","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:27PM UTC","121.18.238.109"," ","192.168.113.26","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:27PM UTC","121.18.238.109;221.194.47.208"," ","192.168.155.142","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:27PM UTC","121.18.238.109;221.194.47.208"," ","192.168.192.159","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:27PM UTC","121.18.238.109;221.194.47.208"," ","192.168.140.191","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:27PM UTC","221.194.44.224;121.18.238.114"," ","192.168.147.102","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:27PM UTC","221.194.44.224;121.18.238.114"," ","192.168.59.14","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","221.194.44.195"," ","192.168.93.219","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","121.18.238.114"," ","192.168.123.43","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","121.18.238.114"," ","192.168.3.28","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","121.18.238.104"," ","192.168.135.162","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","121.18.238.104"," ","192.168.17.200","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","221.194.47.208"," ","192.168.195.227","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","221.194.44.224"," ","192.168.181.118","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","221.194.44.219"," ","192.168.85.111","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","121.18.238.98;121.18.238.114"," ","192.168.141.52","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","121.18.238.98;121.18.238.114"," ","192.168.132.90","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","221.194.47.224;121.18.238.114"," ","192.168.244.168","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","221.194.47.224"," ","192.168.228.146","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","221.194.44.224"," ","192.168.148.58","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
"Delivery & Attack","Brute Force Authentication","SSH","Thu, Sep 28 2017 04:26PM UTC","221.194.44.224;221.194.47.208"," ","192.168.18.170","b505ca76-08cf-46b9-8108-c26b94b3fa80","medium"
